r,sig_rr,sig_tt,sig_rt_abs,mu,eta,level,n,ana_sig_r,ana_sig_th
0.00041233333333333335,-3959391.4947145167,-3959723.9135514493,1104.4576721500794,113600000.0,1.0,2,15,-3877556.887128376,-3877556.887128376
0.001237,-3959558.5965884337,-3959557.3456021487,1363.6812943850923,113600000.0,1.0,2,35,-3877556.887128376,-3877556.887128376
0.0020616666666666665,-3958978.3275368647,-3960130.62464249,1631.0624717681678,113600000.0,1.0,2,42,-3877556.887128376,-3877556.887128376
0.0028863333333333336,-3957817.9599307682,-3961259.081384698,1364.5682827059093,113600000.0,1.0,2,36,-3877556.887128376,-3877556.887128376
0.003711,-3957535.1767738154,-3961503.3391516996,1093.9022650498011,113600000.0,1.0,2,34,-3877556.887128376,-3877556.887128376
0.004535666666666667,-3957418.045926515,-3961574.1442601285,898.8025774364324,113600000.0,1.0,2,33,-3877556.887128376,-3877556.887128376
0.005360333333333333,-3957359.1691632047,-3961576.8873745073,684.6738782134779,113600000.0,1.0,2,33,-3877556.887128376,-3877556.887128376
0.006185,-3957372.612681832,-3961504.4329559403,634.4111575219449,113600000.0,1.0,2,32,-3877556.887128376,-3877556.887128376
0.007009666666666667,-3957373.30826648,-3961432.668486568,469.05937806113707,113600000.0,1.0,2,34,-3877556.887128376,-3877556.887128376
0.007834333333333332,-3957412.755204876,-3961318.174735319,405.0108376515532,113600000.0,1.0,2,33,-3877556.887128376,-3877556.887128376
0.008659,-3957455.3727433085,-3961198.28313433,348.80337565835544,113600000.0,1.0,2,32,-3877556.887128376,-3877556.887128376
0.009483666666666668,-3957506.2772187064,-3961065.0010426454,267.2933888201846,113600000.0,1.0,2,34,-3877556.887128376,-3877556.887128376
0.010308333333333333,-3957565.5194511074,-3960926.759527207,246.53696554379746,113600000.0,1.0,2,30,-3877556.887128376,-3877556.887128376
0.011133,-3957625.2281303415,-3960785.573175081,181.8845596407319,113600000.0,1.0,2,35,-3877556.887128376,-3877556.887128376
0.011957666666666669,-3957693.052138933,-3960636.3893656987,146.03717773536013,113600000.0,1.0,2,33,-3877556.887128376,-3877556.887128376
0.012782333333333333,-3957756.110743672,-3960501.4991690903,135.40161070142307,113600000.0,1.0,2,31,-3877556.887128376,-3877556.887128376
0.013607000000000001,-3957820.7744264374,-3960371.032755649,97.41205242277846,113600000.0,1.0,2,34,-3877556.887128376,-3877556.887128376
0.014431666666666666,-3957878.575744154,-3960257.1223069034,92.34998424195065,113600000.0,1.0,2,29,-3877556.887128376,-3877556.887128376
0.015256333333333334,-3957935.6750333896,-3960155.805981403,75.77739992885566,113600000.0,1.0,2,36,-3877556.887128376,-3877556.887128376
0.016080999999999998,-3957989.7039149427,-3960072.142461784,65.36661351300414,113600000.0,1.0,2,33,-3877556.887128376,-3877556.887128376
0.016905666666666666,-3958027.4704397256,-3960019.643431072,74.88375184186292,113600000.0,1.0,2,30,-3877556.887128376,-3877556.887128376
0.017730333333333334,-3958060.265237882,-3959999.7775658444,74.7184324768105,113600000.0,1.0,2,36,-3877556.887128376,-3877556.887128376
0.018555000000000002,-3958081.01472185,-3960019.064098789,78.10971166688623,113600000.0,1.0,2,30,-3877556.887128376,-3877556.887128376
0.019379666666666667,-3958070.9372538575,-3960042.036252405,124.4679053217051,113600000.0,1.0,2,34,-3877556.887128378,-3877556.8871286237
0.020204333333333335,-3957885.112296873,-3959663.6817234806,361.11641273286915,113600000.0,1.0,2,54,-3877556.887135623,-3877556.887858639
0.021029,-3957780.4261473976,-3959178.318612855,561.2470026107204,113600000.0,1.0,2,77,-3877556.887466476,-3877556.915289844
0.021853666666666667,-3958502.609667116,-3959147.8084252914,601.2848620743061,113600000.0,1.0,2,134,-3877556.8971576984,-3877557.697449613
0.022678333333333335,-3958815.4095699377,-3959003.165162432,581.2069104108817,113599999.99999851,0.9999999999985019,2,187,-3877557.1049394878,-3877573.5495517054
0.023503000000000003,-3958782.1019727476,-3958989.052559073,575.8926778722436,113599999.99894172,0.9999999996226128,2,252,-3877560.4534301185,-3877816.6739216517
0.024327666666666668,-3958216.3765635695,-3961048.631570465,841.2308467078747,113599999.84571043,0.9999999368018666,2,360,-3877592.9918174986,-3879840.9541804795
0.025152333333333332,-3957120.6698367647,-3973895.681927337,1185.8564197321343,113599980.31772107,0.99999341116723,2,446,-3877855.890400043,-3895309.4288726696
0.025977,-3956252.7610567464,-4027135.1434649327,1668.6145213416905,113598879.94107462,0.999731342545604,2,627,-3879256.2941246643,-3959717.365731483
0.026801666666666668,-3951881.0614708415,-4173152.945672748,5484.319448538579,113564608.37513445,0.9973156200106817,2,689,-3884094.4675081633,-4134833.6170517458
0.027626333333333336,-3883419.9786407864,-4907565.459938882,7661.5195152044125,112827213.54113583,0.9511370754428592,2,711,-3902234.1750032497,-5200789.5027787
0.051541666666666666,-4076663.888579964,47820.34644820312,19611.945524482926,113414450.29980405,0.9944104372825948,2,1364,-4307388.038429706,261240.42449387867
0.052366333333333334,-4041738.9948609807,204909.45765753867,10199.636580101325,113590215.45973818,0.9985020079875127,2,1265,-4233500.130664209,463801.9248941281
0.053191,-3979212.4756354396,239560.01086629997,7972.830467408869,113599782.24625233,0.999888266042435,2,933,-4160131.8563070744,514319.5933646542
0.05401566666666667,-3917420.834049728,211146.88365250223,8241.935015979867,113599996.75654817,0.9999979863087303,2,436,-4088990.2190744192,478650.03789750324
0.05484033333333334,-3854749.5070753284,153646.18846301458,8331.64140586943,113599999.98361577,0.9999999903802554,2,181,-4020748.7058268995,417918.92901708296
0.055665,-3793910.4645403465,90841.37081003065,4631.014212480722,113599999.9999973,0.9999999999678245,2,72,-3955471.260277682,353299.23817282653
0.05648966666666667,-3722011.3285935307,15343.016823564094,1704.9795752224022,113600000.0,0.9999999999999942,2,39,-3893028.253028624,290918.6036478425
0.057314333333333335,-3664408.6176300505,-39244.71474098987,1521.9464209386992,113600000.0,1.0,2,27,-3833260.6247066823,231151.22413357173
0.058139,-3611965.220211123,-87570.68151364668,1579.6797833241415,113600000.0,1.0,2,36,-3776018.132507968,173908.73228121118
0.058963666666666664,-3561273.519635465,-134279.22174905913,1661.8454345397677,113600000.0,1.0,2,27,-3721160.8857486583,119051.48553630558
0.05978833333333333,-3512407.3178391107,-179271.7847047658,1875.503922428574,113600000.0,1.0,2,36,-3668557.7769787326,66448.37676683387
0.060613,-3458488.456239264,-228764.90369359837,2096.941389202496,113600000.0,1.0,2,36,-3618086.8339432376,15977.433731339197
0.06143766666666667,-3412887.983512476,-270457.3892622676,2363.7636042351664,113600000.0,1.0,2,27,-3569635.686156336,-32473.71405556205
0.062262333333333336,-3368723.008937925,-310574.08469737263,2652.0823409784716,113600000.0,1.0,2,36,-3523097.293785805,-79012.10642609397
0.063087,-3321944.3425329337,-352700.7618612991,2694.063820000593,113600000.0,1.0,2,32,-3478368.834109107,-123740.56610279148
0.06391166666666667,-3281183.950050125,-389156.89372541494,3797.9443592549756,113600000.0,1.0,2,31,-3435364.40857994,-166744.9916319586
0.06473633333333334,-3237423.7117957743,-427645.97793948825,4019.7971685346356,113600000.0,1.0,2,36,-3393990.102526381,-208119.29768551764
0.06556100000000001,-3197564.905927428,-462172.9461966243,4710.733744305801,113600000.0,1.0,2,27,-3354169.0458722385,-247940.35433965997
0.06638566666666666,-3158393.351358141,-495345.0812539695,5478.4194882414495,113600000.0,1.0,2,36,-3315821.7421355685,-286287.65807633026
0.06721033333333333,-3114544.1244679135,-531396.021971188,6297.908969348169,113600000.0,1.0,2,35,-3278877.461207723,-323231.9390041756
0.068035,-3076663.306382095,-561528.8278834907,8031.623825558995,113600000.0,1.0,2,28,-3243268.9411474694,-358840.4590644289
0.06885966666666667,-3037278.7271767473,-591221.3887807135,9185.006154946364,113600000.0,1.0,2,36,-3208930.881256176,-393178.51895572286
0.06968433333333333,-2998490.0094326953,-618778.1803009098,10969.025908597678,113600000.0,1.0,2,27,-3175806.428895737,-426302.9713161614
0.070509,-2958958.4153920365,-644406.9464540082,13164.904234470258,113600000.0,1.0,2,36,-3143835.408401927,-458273.99180997175
0.07133366666666667,-2912411.8611471253,-670826.1303366792,16235.00640032711,113600000.0,1.0,2,36,-3112968.943159743,-489140.4570521551
0.07215833333333334,-2870005.164896659,-690456.9561249927,19333.314015383756,113600000.0,1.0,2,27,-3083153.1217487385,-518956.2784631599
0.072983,-2825762.7211887767,-704489.9650606249,22749.374004168305,113600000.0,1.0,2,36,-3054343.187855258,-547766.2123566405
0.07380766666666667,-2779921.2395407786,-710979.5526163111,26404.079693258558,113600000.0,1.0,2,27,-3026493.1289908714,-575616.2712210274
0.07463233333333333,-2730823.2345438725,-697994.2169863743,34234.10492314675,113600000.0,1.0,2,36,-2999561.0206328295,-602548.3795790693
0.075457,-2471332.159652929,-818778.9498403224,35785.37525778991,166340367.64705828,1.0,2,36,-2973507.65206826,-628601.7481436386
0.07628166666666666,-2796609.918558242,-1117038.752692934,40472.40206163352,1796533235.294116,1.0,2,27,-2948293.6600341606,-653815.7401777381
0.07710633333333333,-2600003.3623237535,-1033854.0812306444,19858.085060345802,3341493901.654413,1.0,2,36,-2923885.7023596466,-678223.697852252
0.077931,-2568284.4391745734,-1022000.2731970565,6753.245834752246,5583092740.693938,1.0,2,32,-2900247.139133051,-701862.2610788472
0.07875566666666667,-2561788.1220438536,-1017826.4686763369,11579.28000766148,8792364558.823536,1.0,2,31,-2877348.5076514976,-724760.8925604009
0.07958033333333334,-2557200.2478136346,-1009846.6201471231,19682.964028417067,12037681617.647058,1.0,2,36,-2855157.1801913013,-746952.2200205969
0.080405,-2561675.5887516285,-1012411.0449707252,23828.769282215086,15061727058.82353,1.0,2,27,-2833645.5887858314,-768463.8114260671
