Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.0,111357,18,6186.5,5887.5,4512,9280,1419.9,"void amrex::launch_global<(int)256, void amrex::ReduceOps<amrex::ReduceOpSum, amrex::ReduceOpSum, amrex::ReduceOpSum, amrex::ReduceOpSum>::eval_box<amrex::Reduce::detail::iterate_box, (int)2, amrex::ReduceData<double, double, double, double>, Integrator::Base::Mechanics<Model::Solid::Finite::NeoHookeanPredeformed>::Integrate(int, double, int, const amrex::MFIter &, const amrex::BoxND<(int)2> &)::[lambda(int, int, int) (instance 1)]>(T1, const amrex::BoxND<T2> &, int, T3 &, const T4 &)::[lambda() (instance 1)]>(T2)"
0.0,102718,3,34239.3,23968.0,23775,54975,17957.9,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T3, void>::value, void>::type amrex::ParallelFor<(int)256, int, void amrex::FabArray<amrex::BaseFab<Set::Matrix4<(int)2, (int)1>>>::setVal<amrex::BaseFab<Set::Matrix4<(int)2, (int)1>>, (int)0>(Set::Matrix4<(int)2, (int)1>, int, int, const amrex::IntVectND<(int)2> &)::[lambda(int, int, int, int) (instance 1)], (int)2, void>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T4> &, T2, const T3 &)::[lambda() (instance 1)]>(T2)"
0.0,100224,18,5568.0,5696.0,4512,7104,836.1,"void amrex::launch_global<(int)256, void amrex::ReduceOps<amrex::ReduceOpSum, amrex::ReduceOpSum, amrex::ReduceOpSum, amrex::ReduceOpSum>::eval_box<amrex::Reduce::detail::iterate_box, (int)2, amrex::ReduceData<double, double, double, double>, Integrator::Base::Mechanics<Model::Solid::Finite::NeoHookeanPredeformed>::Integrate(int, double, int, const amrex::MFIter &, const amrex::BoxND<(int)2> &)::[lambda(int, int, int) (instance 2)]>(T1, const amrex::BoxND<T2> &, int, T3 &, const T4 &)::[lambda() (instance 1)]>(T2)"
0.0,95934,4,23983.5,23887.5,20063,28096,3725.4,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T3, void>::value, void>::type amrex::ParallelFor<(int)256, int, Operator::Elastic<(int)1>::averageDownCoeffsSameAmrLevel(int)::[lambda(int, int, int, int) (instance 1)], (int)2, void>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T4> &, T2, const T3 &)::[lambda() (instance 1)]>(T2)"
0.0,83422,18,4634.6,4815.5,4000,5248,585.0,"void amrex::launch_global<(int)256, T1::Type amrex::ReduceOps<amrex::ReduceOpSum, amrex::ReduceOpSum, amrex::ReduceOpSum>::value<amrex::ReduceData<double, double, double>>(T1&)::[lambda() (instance 1)]>(T2)"
0.0,74015,6,12335.8,9968.0,9760,17343,3819.4,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T2, void>::value, void>::type amrex::ParallelFor<(int)256, Integrator::Flame::UpdateModel(int, double)::[lambda(int, int, int) (instance 2)], (int)2>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T3> &, const T2 &)::[lambda() (instance 1)]>(T2)"
0.0,65696,4,16424.0,15648.0,8736,25664,7787.0,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T3, void>::value, void>::type amrex::ParallelFor<(int)256, int, amrex::FabArray<amrex::BaseFab<Set::Matrix4<(int)2, (int)1>>>::ParallelCopy_nowait(const amrex::FabArray<amrex::BaseFab<Set::Matrix4<(int)2, (int)1>>>&, int, int, int, const amrex::IntVectND<(int)2> &, const amrex::IntVectND<(int)2> &, const amrex::IntVectND<(int)2> &, const amrex::Periodicity &, amrex::FabArrayBase::CpOp, const amrex::FabArrayBase::CPC *, bool, bool)::[lambda(int, int, int, int) (instance 1)], (int)2, void>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T4> &, T2, const T3 &)::[lambda() (instance 1)]>(T2)"
0.0,62494,18,3471.9,3072.0,3008,4928,740.5,"void amrex::launch_global<(int)256, void amrex::ReduceOps<amrex::ReduceOpLogicalOr>::eval_box<amrex::Reduce::detail::iterate_box, (int)2, amrex::ReduceData<int>, Solver::Nonlocal::Newton<Model::Solid::Finite::NeoHookeanPredeformed>::HasNonFinite(const Set::Field<double> &, bool) const::[lambda(int, int, int) (instance 1)]>(T1, const amrex::BoxND<T2> &, int, T3 &, const T4 &)::[lambda() (instance 1)]>(T2)"
0.0,55423,6,9237.2,9711.5,7680,10112,1039.3,"void amrex::launch_global<(int)256, void amrex::ReduceOps<amrex::ReduceOpMax, amrex::ReduceOpMax, amrex::ReduceOpMax, amrex::ReduceOpMax, amrex::ReduceOpMin>::eval_box<amrex::Reduce::detail::iterate_box, (int)2, amrex::ReduceData<double, double, double, double, double>, Integrator::Flame::TimeStepComplete(double, int)::[lambda(int, int, int) (instance 1)]>(T1, const amrex::BoxND<T2> &, int, T3 &, const T4 &)::[lambda() (instance 1)]>(T2)"
0.0,54239,12,4519.9,4656.0,3840,5472,567.4,"void amrex::launch_global<(int)256, void amrex::ReduceOps<amrex::ReduceOpLogicalOr>::eval_box<amrex::Reduce::detail::iterate_box_comp, (int)2, amrex::ReduceData<bool>, std::enable_if<amrex::IsFabArray<T1, void>::value, void>::type amrex::ReduceOps<amrex::ReduceOpLogicalOr>::eval<amrex::FabArray<amrex::FArrayBox>, amrex::ReduceData<bool>, amrex::MultiFab::is_finite(int, int, const amrex::IntVectND<(int)2> &, bool) const::[lambda(int, int, int, int, int) (instance 1)]>(const T1 &, const amrex::IntVectND<(int)2> &, int, T2 &, T3 &&)::[lambda(int, int, int, int) (instance 1)]>(T1, const amrex::BoxND<T2> &, int, T3 &, const T4 &)::[lambda() (instance 1)]>(T2)"
0.0,45151,6,7525.2,6479.5,5056,11008,2755.2,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T2, void>::value, void>::type amrex::ParallelFor<(int)256, Integrator::Flame::UpdateModel(int, double)::[lambda(int, int, int) (instance 1)], (int)2>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T3> &, const T2 &)::[lambda() (instance 1)]>(T2)"
0.0,40287,9,4476.3,3328.0,3168,7040,1773.6,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T3, void>::value, void>::type amrex::ParallelFor<(int)256, int, void amrex::FabArray<amrex::BaseFab<Eigen::Matrix<double, (int)2, (int)2, (int)0, (int)2, (int)2>>>::setVal<amrex::BaseFab<Eigen::Matrix<double, (int)2, (int)2, (int)0, (int)2, (int)2>>, (int)0>(Eigen::Matrix<double, (int)2, (int)2, (int)0, (int)2, (int)2>, int, int, const amrex::IntVectND<(int)2> &)::[lambda(int, int, int, int) (instance 1)], (int)2, void>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T4> &, T2, const T3 &)::[lambda() (instance 1)]>(T2)"
0.0,38880,24,1620.0,1552.0,1440,1856,182.0,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T3, void>::value, void>::type amrex::ParallelFor<(int)256, int, void amrex::FabArray<amrex::BaseFab<Eigen::Matrix<double, (int)2, (int)1, (int)0, (int)2, (int)1>>>::setVal<amrex::BaseFab<Eigen::Matrix<double, (int)2, (int)1, (int)0, (int)2, (int)1>>, (int)0>(Eigen::Matrix<double, (int)2, (int)1, (int)0, (int)2, (int)1>, int, int, const amrex::IntVectND<(int)2> &)::[lambda(int, int, int, int) (instance 1)], (int)2, void>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T4> &, T2, const T3 &)::[lambda() (instance 1)]>(T2)"
0.0,36127,18,2007.1,2015.5,1952,2048,43.6,"void amrex::launch_global<(int)256, T1::Type amrex::ReduceOps<amrex::ReduceOpLogicalOr>::value<amrex::ReduceData<int>>(T1&)::[lambda() (instance 1)]>(T2)"
0.0,36096,18,2005.3,1808.0,1312,4096,717.1,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T2, void>::value, void>::type amrex::ParallelFor<(int)256, Set::Field<Eigen::Matrix<double, (int)2, (int)1, (int)0, (int)2, (int)1>>::Copy(int, amrex::MultiFab &, int, int) const::[lambda(int, int, int) (instance 1)], (int)2>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T3> &, const T2 &)::[lambda() (instance 1)]>(T2)"
0.0,26526,12,2210.5,2064.0,1984,2592,240.3,"void amrex::launch_global<(int)256, T1::Type amrex::ReduceOps<amrex::ReduceOpLogicalOr>::value<amrex::ReduceData<bool>>(T1&)::[lambda() (instance 1)]>(T2)"
0.0,21471,5,4294.2,4544.0,3296,4831,603.3,"void amrex::launch_global<(int)256, amrex::MLNodeLinOp::buildMasks()::[lambda() (instance 1)]>(T2)"
0.0,21088,12,1757.3,1712.0,1504,2080,171.2,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T2, void>::value, void>::type amrex::ParallelFor<(int)256, IC::Constant::Add(const int &, Set::Field<double> &, double)::[lambda(int, int, int) (instance 1)], (int)2>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T3> &, const T2 &)::[lambda() (instance 1)]>(T2)"
0.0,19455,10,1945.5,1856.0,1472,3008,448.2,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T3, void>::value, void>::type amrex::ParallelFor<(int)256, int, void amrex::average_down<amrex::FArrayBox>(const amrex::FabArray<T1> &, amrex::FabArray<T1> &, int, int, const amrex::IntVectND<(int)2> &)::[lambda(int, int, int, int) (instance 7)], (int)2, void>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T4> &, T2, const T3 &)::[lambda() (instance 1)]>(T2)"
0.0,19424,3,6474.7,4736.0,4736,9952,3011.5,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T3, void>::value, void>::type amrex::ParallelFor<(int)256, long, std::enable_if<!std::is_trivially_default_constructible_v, void>::type amrex::placementNew<Model::Solid::Finite::NeoHookeanPredeformed>(T1 *, long)::[lambda(long) (instance 1)], void>(const amrex::Gpu::KernelInfo &, T2, const T3 &)::[lambda() (instance 1)]>(T2)"
0.0,17856,12,1488.0,1376.0,1344,1760,195.6,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T2, void>::value, void>::type amrex::ParallelFor<(int)256, Set::Field<Eigen::Matrix<double, (int)2, (int)1, (int)0, (int)2, (int)1>>::CopyFrom(int, amrex::MultiFab &, int, int) const::[lambda(int, int, int) (instance 1)], (int)2>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T3> &, const T2 &)::[lambda() (instance 1)]>(T2)"
0.0,13728,2,6864.0,6864.0,6016,7712,1199.3,"void amrex::launch_global<(int)256, T1::Type amrex::ReduceOps<amrex::ReduceOpMax, amrex::ReduceOpMax, amrex::ReduceOpMax, amrex::ReduceOpMax, amrex::ReduceOpMin>::value<amrex::ReduceData<double, double, double, double, double>>(T1&)::[lambda() (instance 1)]>(T2)"
0.0,12384,3,4128.0,3264.0,3200,5920,1552.2,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T3, void>::value, void>::type amrex::ParallelFor<(int)256, int, void amrex::FabArray<amrex::BaseFab<Model::Solid::Finite::NeoHookeanPredeformed>>::setVal<amrex::BaseFab<Model::Solid::Finite::NeoHookeanPredeformed>, (int)0>(Model::Solid::Finite::NeoHookeanPredeformed, int, int, const amrex::IntVectND<(int)2> &)::[lambda(int, int, int, int) (instance 1)], (int)2, void>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T4> &, T2, const T3 &)::[lambda() (instance 1)]>(T2)"
0.0,12287,6,2047.8,2112.0,1888,2144,124.6,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T3, void>::value, void>::type amrex::ParallelFor<(int)256, int, void amrex::FabArray<amrex::FArrayBox>::Saxpy<amrex::FArrayBox, (int)0>(amrex::FabArray<amrex::FArrayBox>&, double, const amrex::FabArray<amrex::FArrayBox>&, int, int, int, const amrex::IntVectND<(int)2> &)::[lambda(int, int, int, int) (instance 1)], (int)2, void>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T4> &, T2, const T3 &)::[lambda() (instance 1)]>(T2)"
0.0,11774,14,841.0,847.5,672,992,115.3,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T2, void>::value, void>::type amrex::ParallelFor<(int)256, Integrator::Base::Mechanics<Model::Solid::Finite::NeoHookeanPredeformed>::Advance(int, double, double)::[lambda(int, int, int) (instance 3)], (int)2>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T3> &, const T2 &)::[lambda() (instance 1)]>(T2)"
0.0,11264,6,1877.3,1792.0,1600,2240,293.8,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T2, void>::value, void>::type amrex::ParallelFor<(int)256, BC::Operator::Elastic::Constant::Init(amrex::FabArray<amrex::BaseFab<Eigen::Matrix<double, (int)2, (int)1, (int)0, (int)2, (int)1>>> *, const amrex::Geometry &, bool) const::[lambda(int, int, int) (instance 1)], (int)2>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T3> &, const T2 &)::[lambda() (instance 1)]>(T2)"
0.0,10878,6,1813.0,1728.0,1663,2048,171.3,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T3, void>::value, void>::type amrex::ParallelFor<(int)256, int, void amrex::FabArray<amrex::FArrayBox>::mult<amrex::FArrayBox, (int)0>(double, int, int, int)::[lambda(int, int, int, int) (instance 1)], (int)2, void>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T4> &, T2, const T3 &)::[lambda() (instance 1)]>(T2)"
0.0,10784,6,1797.3,1728.0,1632,2016,161.2,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T3, void>::value, void>::type amrex::ParallelFor<(int)256, int, void amrex::FabArray<amrex::FArrayBox>::plus<amrex::FArrayBox, (int)0>(double, int, int, int)::[lambda(int, int, int, int) (instance 1)], (int)2, void>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T4> &, T2, const T3 &)::[lambda() (instance 1)]>(T2)"
0.0,9824,7,1403.4,1408.0,1312,1568,91.3,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T3, void>::value, void>::type amrex::ParallelFor<(int)256, int, void amrex::FabArray<amrex::IArrayBox>::setVal<amrex::IArrayBox, (int)0>(int, int, int, const amrex::IntVectND<(int)2> &)::[lambda(int, int, int, int) (instance 1)], (int)2, void>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T4> &, T2, const T3 &)::[lambda() (instance 1)]>(T2)"
0.0,8319,9,924.3,928.0,864,960,33.8,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T3, void>::value, void>::type amrex::ParallelFor<(int)256, long, std::enable_if<!std::is_trivially_default_constructible_v, void>::type amrex::placementNew<Eigen::Matrix<double, (int)2, (int)2, (int)0, (int)2, (int)2>>(T1 *, long)::[lambda(long) (instance 1)], void>(const amrex::Gpu::KernelInfo &, T2, const T3 &)::[lambda() (instance 1)]>(T2)"
0.0,7872,5,1574.4,1536.0,1504,1728,94.4,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T3, void>::value, void>::type amrex::ParallelFor<(int)256, int, void amrex::FabArray<amrex::IArrayBox>::BuildMask<amrex::IArrayBox, (int)0>(const amrex::BoxND<(int)2> &, const amrex::Periodicity &, int, int, int, int)::[lambda(int, int, int, int) (instance 1)], (int)2, void>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T4> &, T2, const T3 &)::[lambda() (instance 1)]>(T2)"
0.0,7840,4,1960.0,1968.0,1536,2368,342.0,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T3, void>::value, void>::type amrex::ParallelFor<(int)256, int, Operator::Elastic<(int)1>::averageDownCoeffsSameAmrLevel(int)::[lambda(int, int, int, int) (instance 2)], (int)2, void>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T4> &, T2, const T3 &)::[lambda() (instance 1)]>(T2)"
0.0,5600,6,933.3,928.0,896,960,24.1,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T3, void>::value, void>::type amrex::ParallelFor<(int)256, long, std::enable_if<!std::is_trivially_default_constructible_v, void>::type amrex::placementNew<Eigen::Matrix<double, (int)2, (int)1, (int)0, (int)2, (int)1>>(T1 *, long)::[lambda(long) (instance 1)], void>(const amrex::Gpu::KernelInfo &, T2, const T3 &)::[lambda() (instance 1)]>(T2)"
0.0,4064,2,2032.0,2032.0,2016,2048,22.6,"void amrex::launch_global<(int)256, void amrex::detail::ParallelFor_doit<amrex::Array4BoxTag<int>, std::enable_if<std::is_same_v, void>::type amrex::ParallelFor<amrex::Array4BoxTag<int>, void amrex::<unnamed>::makeFineMask_doit<amrex::IArrayBox>(amrex::FabArray<T1> &, const amrex::BoxArray &, const amrex::IntVectND<(int)2> &, const amrex::Periodicity &, T1::value_type, T1::value_type)::[lambda(int, int, int, int, const amrex::Array4BoxTag<int> &) (instance 1)]>(const amrex::TagVector<T1> &, int, const T2 &)::[lambda(int, int, int, int, int, const amrex::Array4BoxTag<int> &) (instance 1)]>(const amrex::TagVector<T1> &, const T2 &)::[lambda() (instance 1)]>(T2)"
0.0,3872,2,1936.0,1936.0,1920,1952,22.6,"void amrex::launch_global<(int)256, void amrex::detail::ParallelFor_doit<amrex::Array4BoxTag<int>, std::enable_if<std::is_same_v, void>::type amrex::ParallelFor<amrex::Array4BoxTag<int>, amrex::FabArray<amrex::IArrayBox>::CMD_local_setVal_gpu(int, const amrex::FabArrayBase::CommMetaData &, int, int)::[lambda(int, int, int, int, const amrex::Array4BoxTag<int> &) (instance 1)]>(const amrex::TagVector<T1> &, int, const T2 &)::[lambda(int, int, int, int, int, const amrex::Array4BoxTag<int> &) (instance 1)]>(const amrex::TagVector<T1> &, const T2 &)::[lambda() (instance 1)]>(T2)"
0.0,3264,2,1632.0,1632.0,1632,1632,0.0,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T2, void>::value, void>::type amrex::ParallelFor<(int)256, amrex::MLNodeLinOp::buildMasks()::[lambda(int, int, int) (instance 1)], (int)2>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T3> &, const T2 &)::[lambda() (instance 1)]>(T2)"
0.0,3200,2,1600.0,1600.0,1536,1664,90.5,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T2, void>::value, void>::type amrex::ParallelFor<(int)256, Operator::Operator<(Grid)1>::fixUpResidualMask(int, amrex::iMultiFab &)::[lambda(int, int, int) (instance 1)], (int)2>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T3> &, const T2 &)::[lambda() (instance 1)]>(T2)"
0.0,2688,2,1344.0,1344.0,1344,1344,0.0,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T2, void>::value, void>::type amrex::ParallelFor<(int)256, void amrex::<unnamed>::makeFineMask_doit<amrex::IArrayBox>(amrex::FabArray<T1> &, const amrex::BoxArray &, const amrex::IntVectND<(int)2> &, const amrex::Periodicity &, T1::value_type, T1::value_type)::[lambda(int, int, int) (instance 1)], (int)2>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T3> &, const T2 &)::[lambda() (instance 1)]>(T2)"
0.0,2624,1,2624.0,2624.0,2624,2624,0.0,"void amrex::launch_global<(int)256, amrex::<unnamed>::MLNodeLinOp_set_dot_mask(amrex::MultiFab &, const amrex::iMultiFab &, const amrex::Geometry &, const amrex::GpuArray<amrex::LinOpBCType, (unsigned int)2> &, const amrex::GpuArray<amrex::LinOpBCType, (unsigned int)2> &, amrex::MLNodeLinOp::CoarseningStrategy)::[lambda() (instance 1)]>(T2)"
0.0,2560,2,1280.0,1280.0,1248,1312,45.3,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T2, void>::value, void>::type amrex::ParallelFor<(int)256, amrex::OwnerMask(const amrex::FabArrayBase &, const amrex::Periodicity &, const amrex::IntVectND<(int)2> &)::[lambda(int, int, int) (instance 1)], (int)2>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T3> &, const T2 &)::[lambda() (instance 1)]>(T2)"
0.0,2304,1,2304.0,2304.0,2304,2304,0.0,"void amrex::launch_global<(int)256, std::enable_if<amrex::MaybeDeviceRunnable<T2, void>::value, void>::type amrex::ParallelFor<(int)256, void amrex::mlndlap_bc_doit<int>(const amrex::BoxND<(int)2> &, const amrex::ArrayND<T1, (int)4, (bool)1> &, const amrex::BoxND<(int)2> &, const amrex::GpuArray<bool, (unsigned int)2> &, const amrex::GpuArray<bool, (unsigned int)2> &)::[lambda(int, int, int) (instance 1)], (int)2>(const amrex::Gpu::KernelInfo &, const amrex::BoxND<T3> &, const T2 &)::[lambda() (instance 1)]>(T2)"
