r,sig_rr,sig_tt,sig_rt_abs,mu,eta,level,n,ana_sig_r,ana_sig_th
0.00041233333333333335,-3986656.3748906255,-3986416.4755548313,312.5669828478697,113600000.0,1.0,1,8,-3907083.0183741013,-3907083.0183741013
0.001237,-3986534.9091802808,-3986536.605729505,520.9769054045091,113600000.0,1.0,1,14,-3907083.0183741013,-3907083.0183741013
0.0020616666666666665,-3986533.2425487754,-3986537.1891736872,536.2717527578963,113600000.0,1.0,1,28,-3907083.0183741013,-3907083.0183741013
0.0028863333333333336,-3986657.994780606,-3986412.1574976053,605.8929589817805,113600000.0,1.0,1,29,-3907083.0183741013,-3907083.0183741013
0.003711,-3987076.64673724,-3985997.4401226453,570.2093622268129,113600000.0,1.0,1,23,-3907083.0183741013,-3907083.0183741013
0.004535666666666667,-3987194.329205898,-3985885.493860199,471.54897552166847,113600000.0,1.0,1,26,-3907083.0183741013,-3907083.0183741013
0.005360333333333333,-3987248.581304889,-3985838.7744241827,351.08710654949687,113600000.0,1.0,1,21,-3907083.0183741013,-3907083.0183741013
0.006185,-3987242.9686678834,-3985852.468275693,241.01458791581481,113600000.0,1.0,1,24,-3907083.0183741013,-3907083.0183741013
0.007009666666666667,-3987210.576142883,-3985892.3075902765,190.68109086889461,113600000.0,1.0,1,22,-3907083.0183741013,-3907083.0183741013
0.007834333333333332,-3987159.5872440143,-3985951.8326454298,104.79066437074836,113600000.0,1.0,1,22,-3907083.0183741013,-3907083.0183741013
0.008659,-3987094.2171492837,-3986024.3979879767,49.199757426234356,113600000.0,1.0,1,23,-3907083.0183741013,-3907083.0183741013
0.009483666666666668,-3987023.73315461,-3986100.8864978724,15.563467865978257,113600000.0,1.0,1,20,-3907083.0183741013,-3907083.0183741013
0.010308333333333333,-3986926.8935139594,-3986201.3350512167,45.09265081364896,113600000.0,1.0,1,24,-3907083.0183741013,-3907083.0183741013
0.011133,-3986839.978971993,-3986290.266965095,91.00878514122462,113600000.0,1.0,1,20,-3907083.0183741013,-3907083.0183741013
0.011957666666666669,-3986738.6518726973,-3986389.755802106,116.78721977923068,113600000.0,1.0,1,23,-3907083.0183741013,-3907083.0183741013
0.012782333333333333,-3986630.434044634,-3986492.087422985,154.12347080599162,113600000.0,1.0,1,22,-3907083.0183741013,-3907083.0183741013
0.013607000000000001,-3986537.5295442967,-3986577.0921052126,187.20843070657074,113600000.0,1.0,1,20,-3907083.0183741013,-3907083.0183741013
0.014431666666666666,-3986408.278915892,-3986687.352134461,170.75709982170235,113600000.0,1.0,1,24,-3907083.0183741013,-3907083.0183741013
0.015256333333333334,-3986318.6917496854,-3986759.521701085,220.37244286518757,113600000.0,1.0,1,21,-3907083.0183741013,-3907083.0183741013
0.016080999999999998,-3985912.3100572857,-3987035.015337651,172.75357972749646,113600000.0,1.0,1,26,-3907083.0183741013,-3907083.0183741013
0.016905666666666666,-3985136.6929969513,-3987524.441460044,483.2066790097861,113600000.0,1.0,1,55,-3907083.0183741013,-3907083.0183741013
0.017730333333333334,-3985039.9076567777,-3987528.2048435984,807.4199920765884,113600000.0,1.0,1,70,-3907083.0183741017,-3907083.018374134
0.018555000000000002,-3985083.8049166296,-3987440.689460014,876.0942920302275,113600000.0,1.0,1,94,-3907083.0183741613,-3907083.0183791006
0.019379666666666667,-3985299.9763881755,-3987234.384344411,1044.5950767014526,113600000.0,1.0,1,113,-3907083.0183755457,-3907083.018488136
0.020204333333333335,-3985407.05219179,-3987157.196365916,1091.3452504230158,113600000.0,1.0,1,145,-3907083.0184115227,-3907083.02130634
0.021029,-3985577.619195214,-3987012.703771315,1178.5406193875974,113600000.0,1.0,1,164,-3907083.019256912,-3907083.08274208
0.021853666666666667,-3985746.840924941,-3986859.692296728,1306.2415754369802,113600000.0,0.9999999999998318,1,189,-3907083.0353673417,-3907084.2326047136
0.022678333333333335,-3985845.8816764588,-3986786.05727943,1269.0650212029918,113599999.99997556,0.9999999999870067,1,224,-3907083.2922641095,-3907102.920882987
0.023503000000000003,-3985996.3174594045,-3986794.742592712,1361.389353961116,113599999.99619496,0.9999999982533045,1,234,-3907086.917300061,-3907340.397425657
0.024327666666666668,-3985838.74322645,-3988658.410983813,1319.269736075529,113599999.6370319,0.9999998124844258,1,272,-3907122.780461266,-3909441.1595712802
0.025152333333333332,-3984893.5241678148,-4001030.8821729985,1457.882436871232,113599970.26790538,0.999991381101358,1,270,-3907397.0743322335,-3924403.9133152384
0.025977,-3983571.9931083145,-4054556.3401592555,1949.3532761172526,113598389.56516549,0.9997325601936643,1,297,-3908846.9231581544,-3991376.9807633986
0.026801666666666668,-3962667.0589962737,-4211911.487340547,3834.9986748286374,113556208.03885332,0.9970496336595184,1,310,-3913992.279753747,-4179140.0760231055
0.051541666666666666,-4072050.3622998106,8040.130763127382,32181.33471197473,113406542.7398307,0.9929825501673588,1,585,-4343413.652223381,181294.0301917605
0.052366333333333334,-4068473.192932726,216615.50546053116,14816.28122644492,113592280.97530079,0.9982743150625111,1,612,-4269109.2446562145,473320.340812291
0.053191,-4008745.5513911825,242525.10623981053,11314.903243445415,113599728.83968663,0.999865692520262,1,580,-4195126.971233054,515785.3979811911
0.05401566666666667,-3946485.4766407814,210708.40406030044,9733.943039177277,113599996.1057334,0.9999973751768063,1,542,-4123404.041827539,482435.2177603169
0.05484033333333334,-3885271.92189215,155805.23966364755,8616.413863586178,113599999.96063213,0.9999999681191978,1,517,-4054595.752654828,421001.8966277817
0.055665,-3825148.6265818067,103990.53266234156,8856.63864701892,113599999.99938819,0.9999999997507911,1,395,-3988771.616229395,356201.50950196997
0.05648966666666667,-3768549.737323798,48340.45336322444,7853.67134149394,113599999.99999833,0.9999999999976191,1,338,-3925803.406850624,293357.9391308957
0.057314333333333335,-3714437.251465163,-4953.815542605695,6195.585102977467,113600000.0,0.9999999999999922,1,300,-3865532.6738357465,233096.74971491308
0.058139,-3662268.38448337,-57176.015825015296,4971.908931421181,113600000.0,1.0,1,256,-3807808.281852132,175372.8634487525
0.058963666666666664,-3611916.0441568256,-109054.20198996349,3896.095965436776,113600000.0,1.0,1,240,-3752489.159942381,120053.76407570952
0.05978833333333333,-3563838.9740857966,-156813.16495044398,3437.1166624302527,113600000.0,1.0,1,217,-3699443.208207458,67007.81302125478
0.060613,-3517645.63933854,-204268.26541730345,2924.5153405712817,113600000.0,1.0,1,200,-3648547.3211989314,16111.926030166185
0.06143766666666667,-3473944.658603784,-248064.63036482976,2541.631488031563,113600000.0,1.0,1,187,-3599688.2570543657,-32747.138114030706
0.062262333333333336,-3431799.224566965,-290757.3561012222,2142.7549749137333,113600000.0,1.0,1,168,-3552758.093180156,-79677.30198824062
0.063087,-3389255.3031492806,-333841.53800105286,1844.553401829156,113600000.0,1.0,1,166,-3507653.094055104,-124782.3011132925
0.06391166666666667,-3349985.611000019,-373395.56686054706,1510.2715955282924,113600000.0,1.0,1,139,-3464286.581479992,-168148.8136884045
0.06473633333333334,-3310123.3963794475,-412809.9170769987,1637.777417898092,113600000.0,1.0,1,132,-3422563.970024546,-209871.4251438508
0.06556100000000001,-3274375.3001681715,-449187.1781521105,1464.0417272033155,113600000.0,1.0,1,119,-3382407.633967786,-250027.76120061023
0.06638566666666666,-3238352.56616186,-484758.2103336971,1886.4805211195364,113600000.0,1.0,1,97,-3343737.505188403,-288697.8899799933
0.06721033333333333,-3200240.1267616455,-520221.3660029088,2859.3632795248586,113600000.0,1.0,1,101,-3306482.1701367707,-325953.22503162595
0.068035,-3166396.676401582,-553750.6616591784,3803.911473464457,113600000.0,1.0,1,72,-3270573.879398833,-361861.5157695633
0.06885966666666667,-3126923.3197029554,-585556.8384792797,5925.949468085205,113600000.0,1.0,1,69,-3235946.7119078143,-396488.6832605822
0.06968433333333333,-3097699.4378865324,-615454.4605295021,7638.438867155837,113600000.0,1.0,1,55,-3202543.3992300294,-429891.99593836704
0.070509,-3050841.8932113037,-645191.0565984058,10324.402055026352,113600000.0,1.0,1,41,-3170303.2263953444,-462132.16877305217
0.07133366666666667,-3008219.8554476323,-669592.5084762032,17099.279964483718,113600000.0,1.0,1,33,-3139176.885017366,-493258.51015103026
0.07215833333333334,-2944843.6156388363,-691892.7389310293,22685.81649706921,113600000.0,1.0,1,18,-3109110.0536580766,-523325.3415103198
0.072983,-2902329.7180699105,-710783.0033251613,28384.502699626446,113600000.0,1.0,1,27,-3080057.560818013,-552377.8343503838
0.07380766666666667,-2856543.2025826825,-720995.5329285876,33409.78675712917,113600000.0,1.0,1,18,-3051973.039814417,-580462.3553539801
0.07463233333333333,-2776554.2931776005,-705169.6241959956,42313.655885030465,113600000.0,1.0,1,24,-3024814.1846386297,-607621.2105297671
0.075457,-2309521.8989496953,-805649.1514733752,65122.43592319855,146909705.88235426,1.0,1,21,-2998541.478571718,-633893.9165966787
0.07628166666666666,-2976845.045660648,-1302611.0093714446,91435.375799229,1634346691.1764684,1.0,1,18,-2973115.206808398,-659320.1883599985
0.07710633333333333,-2697675.3526552613,-1093887.849237269,34015.05428879729,3341469117.6470575,1.0,1,27,-2948501.762863126,-683933.6323052709
0.077931,-2680467.035585766,-1116469.0839028868,21335.79565730169,5790723860.294117,1.0,1,18,-2924664.189543855,-707771.2056245416
0.07875566666666667,-2664405.394668841,-1084957.8347579134,19899.77482558733,8886742058.823534,1.0,1,25,-2901572.773304963,-730862.6218634332
