r,n,phi,eta,mu,srr_node,srr_face
0.033125,250,1.0,0.038281956842929524,4830699.388824892,-73217.49843559814,-71704.27757510054
0.033375,249,1.0,0.03668832578604913,4650372.812726053,-66614.7926053423,-65198.89393796798
0.033625,255,1.0,0.03499920365961647,4459257.241889493,-59541.67314895601,-58230.28772478691
0.033875,255,1.0,0.032841235530110445,4215110.431691378,-50486.843304341885,-49349.91290911871
0.034125,257,1.0,0.029897021721535445,3882020.7270304305,-37807.028116247675,-36984.246969632695
0.034375,264,1.0,0.025825548149676355,3421405.698873691,-20124.82701890676,-19998.723869303063
0.034625,269,1.0,0.020489195093687216,2817698.493246788,3630.576764248667,2700.4641880313407
0.034875,263,1.0,0.014233338474051397,2109985.0004373873,31646.906644160998,29468.046059286506
0.035125,267,1.0,0.008003687965463024,1405276.6087634827,58837.291110624246,56273.33679770097
0.035375000000000004,268,1.0,0.003096221456313903,850189.3815211686,77173.50112836479,77133.22964294459
0.035625000000000004,261,1.0,0.0005794739993436731,565538.7478664471,83268.39699409131,87398.3192873491
0.035875000000000004,273,1.0,0.00010758420330810754,512167.7733959583,87617.88846785031,88911.46678029482
0.036125,273,1.0,0.00010000000000000002,511310.0000000001,88356.28081548505,88370.08890328661
0.036375,275,1.0,0.00010000000000000002,511310.00000000006,87858.16998871292,87862.34437784023
0.036625,274,1.0,0.00010000000000000002,511310.0000000001,87306.91527235635,87329.13786886107
0.036875,275,1.0,0.00010000000000000002,511310.00000000006,86822.72580063558,86856.43806023958
0.037125,262,1.0,0.00010000000000000002,511309.9999999999,86274.98963942772,86297.39860117767
0.037375,260,1.0,0.00010000000000000002,511309.99999999994,85824.55904412347,85848.6865489403
0.037625,251,1.0,9.999999999999998e-05,511309.9999999998,85295.9397607312,85314.6444310984
0.037875,252,1.0,0.0001,511309.99999999977,84851.32320883319,84872.66656961826
0.038125,244,1.0,9.999999999999999e-05,511309.99999999994,84348.12146021104,84363.94344604526
0.038375,237,1.0,0.0001,511309.9999999999,83906.03817064135,83931.67940796446
0.038625,241,1.0,9.999999999999999e-05,511309.9999999998,83475.03046990586,83493.4976685294
0.038875,238,1.0,9.999999999999999e-05,511309.9999999999,82992.99527638328,83003.09972686249
0.039125,245,1.0,9.999999999999999e-05,511309.99999999977,82604.59564047019,82616.94153257535
0.039375,238,1.0,0.0001,511309.9999999999,82126.85736784045,82135.35374746694
0.039625,257,1.0,0.0001,511309.99999999994,81770.66179653673,81783.77111342968
0.039875,245,1.0,0.0001,511309.99999999994,81313.77667988864,81323.57872068034
0.040125,254,1.0,0.0001,511309.99999999994,80948.04202258326,80970.73173763877
0.040375,257,1.0,0.0001,511309.99999999994,80542.30087381921,80586.24326814842
0.040625,280,1.0,0.0001,511310.0000000001,80167.02319448248,80196.05170846482
0.040875,282,1.0,0.0001,511310.00000000006,79792.67894663797,79817.9153219481
0.041125,291,1.0,0.00010000000000000002,511310.0,79412.6474617074,79431.05780251807
0.041375,301,1.0,0.00010000000000000003,511310.0000000001,79054.0123156893,79074.03708245432
0.041625,307,1.0,0.00010000000000000002,511310.00000000006,78701.26256280317,78718.20022203562
0.041875,316,1.0,0.00010000000000000002,511310.0000000001,78350.69631291598,78360.45410614039
0.042125,304,1.0,0.0001,511310.0000000001,78008.4181018037,78016.25082343837
0.042375,337,1.0,0.00010000000000000002,511310.00000000006,77663.02259467347,77664.78508308601
0.042625,319,1.0,0.00010000000000000003,511310.0000000003,77320.23983130486,77320.63187546452
0.042875,321,1.0,0.00010036726526556162,511351.5377035254,76870.91739009986,76997.86761407631
0.043125000000000004,324,1.0,0.00017299718513432056,519565.99310280633,73751.31391491994,76351.15075340844
0.043375000000000004,337,1.0,0.0014215829317081154,660782.3593609139,68417.92614677011,70719.35555003076
0.043625000000000004,321,1.0,0.005174238634984953,1085225.506120261,56009.26627313017,54280.20118563146
0.043875000000000004,337,1.0,0.010993226697376304,1743444.7560561467,31167.176916056014,28880.405460043803
0.044125,325,1.0,0.017473065092234088,2476480.3777973885,2017.8570039022059,869.056768346188
0.044375,342,1.0,0.023373261510690663,3143972.0452946434,-24472.75259336174,-24389.280719438077
0.044625,333,1.0,0.028107983660367354,3679624.931288119,-45223.748631988245,-44360.675183642146
0.044875,343,1.0,0.031532726264934724,4067081.863981886,-59855.75140593932,-58539.14744211701
0.045125,345,1.0,0.03403490650567457,4350173.492706591,-70209.20726493953,-68650.06944804234
0.045375,342,1.0,0.035842672853279446,4554714.67874995,-77434.77876193222,-75773.35254125317
0.045625,341,1.0,0.037417283301751085,4732893.24217297,-83607.06112252451,-81871.23576340925
0.045875,345,1.0,0.039208269456679705,4935571.02237387,-90768.6666466278,-88898.2435196341
0.046125,351,1.0,0.041716881439170184,5219465.632740979,-101135.82340352926,-98976.95180177443
0.046375,352,1.0,0.04534287303871938,5629816.155048653,-116491.71369222879,-113808.82763640994
0.046625,345,1.0,0.050383089107208325,6200225.985203339,-138166.31202529973,-134623.4554506696
0.046875,353,1.0,0.057296686134207964,6982680.356631566,-168172.51555200983,-163300.05666357582
0.047125,353,1.0,0.06678891462783952,8057030.981370497,-209707.51117553,-202692.89453219657
0.047375,355,1.0,0.07990900510070391,9542078.856296435,-267379.1997692755,-256946.1426688808
0.047625,372,1.0,0.09863175967065135,11661393.747274078,-349893.38072352164,-333433.94169293065
0.047875,361,1.0,0.12560141403538397,14714286.891143354,-468968.07292751665,-441672.4869218462
0.048125,365,1.0,0.16337871135470974,18990478.97185302,-635436.2547443329,-589445.2508778
0.048375,363,1.0,0.21615641316382816,24964167.84212649,-868009.5859584771,-788617.9535642759
0.048625,364,1.0,0.2857639501077752,32841721.661652464,-1176739.6440856678,-1043231.5586774428
0.048875,369,1.0,0.373243366751595,42740117.42982153,-1573700.709511355,-1364195.918669225
0.049125,371,1.0,0.47481683063564,54230898.260711595,-2047659.367383517,-1763169.9366239216
0.049375,375,1.0,0.5823463504661169,66392771.86404632,-2554456.9108903618,-2245168.146837201
0.049625,375,1.0,0.686885618684344,78213863.60118899,-3031250.579683483,-2792106.12627939
0.049875,372,1.0,0.7778189060060531,88494451.47758138,-3413411.974595368,-3329794.309769437
0.050125,375,1.0,0.8533377727420003,97031017.53688622,-3696575.5893554715,-3799333.7078095376
0.050375,393,1.0,0.9128553434273132,103757906.45441064,-3889192.4838687726,-4151578.144403174
0.050625,383,1.0,0.9567815818011266,108721491.46489067,-4002445.927212202,-4353754.656779601
0.050875000000000004,386,1.0,0.9832755279007879,111713439.49802026,-4044301.03317728,-4386638.223609801
