,x,y,Eta001,disp_x,stress_xx
77,2.294921875,2.509765625,0.0,-3.241762405972735e-05,0.00013356995446544453
78,2.314453125,2.509765625,0.0,-3.3276089632904666e-05,0.00013812309635842813
79,2.333984375,2.509765625,0.0,-3.414860021951278e-05,0.00014314860832849308
80,2.353515625,2.509765625,0.0,-3.5018525124490105e-05,0.00014859913618575329
81,2.373046875,2.509765625,0.0,-3.5864778305893497e-05,0.00015440979499253599
82,2.392578125,2.509765625,0.0,-3.665464584935629e-05,0.00016044577701363654
83,2.412109375,2.509765625,0.0,-3.734351770826151e-05,0.00016648908570998669
84,2.431640625,2.509765625,0.0,-3.787982029288654e-05,0.0001720735819171595
85,2.451171875,2.509765625,0.0,-3.823115710969405e-05,0.0001767363764113873
86,2.470703125,2.509765625,0.0,-3.838700758920832e-05,0.00017998024191268291
87,2.490234375,2.509765625,0.0,-3.8401197938977695e-05,0.00018077707599448373
88,2.509765625,2.509765625,0.0,-3.8399065235345686e-05,0.00017875266646938702
89,2.529296875,2.509765625,0.0,-3.851919015206112e-05,0.00017376256356477945
90,2.548828125,2.509765625,0.0,-3.8889975053259447e-05,0.00016602322017550983
91,2.568359375,2.509765625,0.0,-3.9560632913647396e-05,0.0001572626087161553
92,2.587890625,2.509765625,0.0,-4.047225172870031e-05,0.00014898711009098434
93,2.607421875,2.509765625,0.0,-4.1541155735989196e-05,0.00014207165885163895
94,2.626953125,2.509765625,0.0,-4.268307723164825e-05,0.00013656907243415965
95,2.646484375,2.509765625,0.0,-4.384495202126642e-05,0.00013229992645605518
96,2.666015625,2.509765625,0.0,-4.4995522598599315e-05,0.00012886818468121745
97,2.685546875,2.509765625,0.0,-4.612165836151203e-05,0.00012611759640867006
98,2.705078125,2.509765625,0.0,-4.7212884753888643e-05,0.00012394327646578966
99,2.724609375,2.509765625,0.0,-4.826622720068436e-05,0.0001221205724205434
100,2.744140625,2.509765625,0.0,-4.928223083339368e-05,0.00012067151647210427
101,2.763671875,2.509765625,0.0,-5.025603098399033e-05,0.0001194526455181222
102,2.783203125,2.509765625,0.0,-5.1191464794627555e-05,0.00011854316616182186
103,2.802734375,2.509765625,0.0,-5.208339707522925e-05,0.00011758359605906207
104,3.603515625,2.509765625,0.00035590524101544816,-7.022239261434683e-05,4.8024719622067996e-05
105,3.623046875,2.509765625,0.0006808587326527516,-7.095723367808076e-05,4.354799231355877e-05
106,3.642578125,2.509765625,0.0013245538405426754,-7.177361352247956e-05,3.85142799982667e-05
107,3.662109375,2.509765625,0.002590164396160905,-7.26774482526697e-05,3.3210499011752495e-05
108,3.681640625,2.509765625,0.005072802683634363,-7.367011801967299e-05,2.7607544602514237e-05
109,3.701171875,2.509765625,0.009937334589958586,-7.475060582179689e-05,2.174377357743087e-05
110,3.720703125,2.509765625,0.019450002643486612,-7.59068591616589e-05,1.5823572511290902e-05
111,3.740234375,2.509765625,0.037956317017996684,-7.710744017438446e-05,1.0023521257968198e-05
112,3.759765625,2.509765625,0.07349403373429819,-7.829375613442924e-05,4.748416716357604e-06
113,3.779296875,2.509765625,0.13964570396091436,-7.935010464600523e-05,5.635780054847203e-07
114,3.798828125,2.509765625,0.25443551180596913,-8.008940515183362e-05,-2.4104301855829263e-06
115,3.818359375,2.509765625,0.4268742507076947,-8.027533303808131e-05,-4.655431917837593e-06
116,3.837890625,2.509765625,0.6285002238288548,-7.969320283369076e-05,-7.176924581284635e-06
117,3.857421875,2.509765625,0.7982894985715555,-7.82953924707853e-05,-1.0903408176078163e-05
118,3.876953125,2.509765625,0.9041945527701106,-7.623028762955888e-05,-1.5619601415363512e-05
119,3.896484375,2.509765625,0.9581063249829418,-7.37341061262497e-05,-2.079175625194736e-05
120,3.916015625,2.509765625,0.9825239919560317,-7.102851214801757e-05,-2.614693219318554e-05
121,3.935546875,2.509765625,0.9929010345814109,-6.82622206723622e-05,-3.1364632790563546e-05
122,3.955078125,2.509765625,0.997160002395263,-6.551707061138641e-05,-3.627689181559342e-05
123,3.974609375,2.509765625,0.9988739636018714,-6.283334228591637e-05,-4.08668488343624e-05
124,3.994140625,2.509765625,0.9995558612033042,-6.0227226277512066e-05,-4.5083508913537866e-05
125,4.013671875,2.509765625,0.9998252608238807,-5.770091882789345e-05,-4.8984456612095984e-05
126,4.033203125,2.509765625,0.9999311157197825,-5.525292432709233e-05,-5.2636535331555136e-05
127,4.052734375,2.509765625,0.9999721905364546,-5.287718079378831e-05,-5.5872646348028955e-05
128,4.384765625,2.509765625,1.0,-1.8468918082720233e-05,-0.00010363498587687428
129,4.404296875,2.509765625,1.0,-1.6647689109294372e-05,-0.0001069836885926628
130,4.423828125,2.509765625,0.9999996863736362,-1.4849223069586345e-05,-0.00011065632183119339
131,4.443359375,2.509765625,0.9999991564386466,-1.3071486297661464e-05,-0.0001144014553512751
132,4.462890625,2.509765625,0.9999992120912959,-1.1317687243401476e-05,-0.00011851679391790981
133,4.482421875,2.509765625,0.9999986681687452,-9.593100419659558e-06,-0.00012275040208606245
134,4.501953125,2.509765625,0.9999986812644381,-7.896248144211732e-06,-0.00012730208554878435
135,4.521484375,2.509765625,0.999998702915474,-6.231054226904593e-06,-0.0001322094889382293
136,4.541015625,2.509765625,0.999998494825877,-4.601681477180594e-06,-0.00013744434650027877
137,4.560546875,2.509765625,0.9999979040396025,-3.0182396915422377e-06,-0.00014301722706806956
138,4.580078125,2.509765625,0.9999966039669818,-1.4805981022925444e-06,-0.00014880868297339334
139,4.599609375,2.509765625,0.9999946512914126,4.776423407272991e-09,-0.00015496080301454542
140,4.619140625,2.509765625,0.9999913131364441,1.43462706955115e-06,-0.00016141655056440928
141,4.638671875,2.509765625,0.9999850286474656,2.8041921855728036e-06,-0.00016824035805555
142,4.658203125,2.509765625,0.9999724400124538,4.108440310497586e-06,-0.0001754553347114707
143,4.677734375,2.509765625,0.9999461767231397,5.341994345747663e-06,-0.00018308060082787564
144,4.697265625,2.509765625,0.9998900107155761,6.499177936809487e-06,-0.00019115084743490237
145,4.716796875,2.509765625,0.9997683825606777,7.573411694240993e-06,-0.00019968534468302852
146,4.736328125,2.509765625,0.9995041478767881,8.557310826155737e-06,-0.00020869850191938534
147,4.755859375,2.509765625,0.9989324589951155,9.441843129996546e-06,-0.00021818932352519135
148,4.775390625,2.509765625,0.9977085189541796,1.0214879618912533e-05,-0.00022811990054858198
149,4.794921875,2.509765625,0.9951324872350134,1.0859778596591204e-05,-0.00023840997075205738
150,4.814453125,2.509765625,0.9898435219837062,1.135099814635091e-05,-0.0002488483224968313
151,4.833984375,2.509765625,0.9793579419389473,1.1653039703591535e-05,-0.0002590788241248232
152,4.853515625,2.509765625,0.9595673730286981,1.1715053422214656e-05,-0.0002685384660341922
153,4.873046875,2.509765625,0.9247070693281118,1.1470063790454175e-05,-0.00027664638419652113
154,4.892578125,2.509765625,0.8689144857568737,1.0841330668480397e-05,-0.00028250097538114053
155,4.912109375,2.509765625,0.7903974569940396,9.774710709677116e-06,-0.0002861329773893743
156,4.931640625,2.509765625,0.696506406860611,8.22669894801865e-06,-0.0002873117430370299
157,4.951171875,2.509765625,0.603993490776746,6.245053257743258e-06,-0.000286455574368059
158,4.970703125,2.509765625,0.5317154330067121,3.90063158195633e-06,-0.0002844859811698913
159,4.990234375,2.509765625,0.4927542427184173,1.3179962869874433e-06,-0.0002797929872134314
160,0.009765625,2.509765625,0.0,2.0497260237116929e-07,-2.9909206271838526e-05
161,0.029296875,2.509765625,0.0,6.466569988692682e-07,-2.5001210856829745e-05
162,0.048828125,2.509765625,0.0,1.1141003474014036e-06,-2.0972899634224994e-05
163,0.068359375,2.509765625,0.0,1.5761901633180937e-06,-1.7697830521649375e-05
164,0.087890625,2.509765625,0.0,2.038288150369159e-06,-1.4667788623615047e-05
165,0.107421875,2.509765625,0.0,2.49113551410301e-06,-1.1834658099522826e-05
166,0.126953125,2.509765625,0.0,2.9309335755456668e-06,-9.156746425520104e-06
167,0.146484375,2.509765625,0.0,3.35858991707078e-06,-6.417814056177792e-06
168,0.166015625,2.509765625,0.0,3.7722920113556617e-06,-3.6910690551280123e-06
169,0.185546875,2.509765625,0.0,4.173382155696532e-06,-8.629453759680187e-07
170,0.205078125,2.509765625,0.0,4.562750275821295e-06,2.0659076533388324e-06
171,0.224609375,2.509765625,0.0,4.9419261742643034e-06,5.135590224471385e-06
172,0.244140625,2.509765625,0.0,5.312739535178753e-06,8.349864756986715e-06
173,0.263671875,2.509765625,0.0,5.675974041984041e-06,1.1721050727943288e-05
174,0.283203125,2.509765625,0.0,6.033519116206643e-06,1.5296660732490162e-05
175,0.302734375,2.509765625,0.0,6.386983980439325e-06,1.901770812744632e-05
176,0.322265625,2.509765625,0.0,6.7361123687731435e-06,2.2959490836371095e-05
177,0.341796875,2.509765625,0.0,7.085029726318105e-06,2.7127057129386813e-05
178,0.361328125,2.509765625,0.0,7.434559427956208e-06,3.146892225886157e-05
179,0.380859375,2.509765625,0.0,7.787262516716002e-06,3.6054509349609254e-05
180,0.400390625,2.509765625,0.0,8.147234515040332e-06,4.083744407357784e-05
181,0.419921875,2.509765625,0.0,8.515520354110748e-06,4.5821289024261014e-05
182,0.439453125,2.509765625,0.0,8.897534212878259e-06,5.108089083887433e-05
183,0.458984375,2.509765625,0.0,9.296866269744143e-06,5.6559830981331046e-05
184,0.478515625,2.509765625,0.0,9.71657755499807e-06,6.232534223505449e-05
185,0.498046875,2.509765625,0.0,1.0161453715849125e-05,6.837487576559028e-05
186,0.517578125,2.509765625,0.0,1.06327999531441e-05,7.475089096763431e-05
187,0.537109375,2.509765625,0.0,1.1134369286643515e-05,8.151463594283151e-05
188,0.556640625,2.509765625,0.0,1.1667264215601155e-05,8.862734483162607e-05
189,0.576171875,2.509765625,0.0,1.2229247500401829e-05,9.622360536581884e-05
190,0.595703125,2.509765625,0.0,1.2823370369697573e-05,0.00010428811436440595
191,0.615234375,2.509765625,0.0,1.344051921885044e-05,0.00011270131264948213
192,0.634765625,2.509765625,0.0,1.4072670862872234e-05,0.00012163909106953554
193,0.654296875,2.509765625,0.0,1.471214005313493e-05,0.00013086352934736715
194,0.673828125,2.509765625,0.0,1.5333964736905966e-05,0.00014007808900918316
195,0.693359375,2.509765625,0.0,1.5911015211051376e-05,0.00014900294732080586
196,0.712890625,2.509765625,0.0,1.6404847020918533e-05,0.0001570211106078794
197,0.732421875,2.509765625,0.0,1.676725480980659e-05,0.00016348370591173143
198,0.751953125,2.509765625,0.0,1.6949905562334307e-05,0.00016776770997880685
199,0.771484375,2.509765625,0.0,1.691063907081636e-05,0.0001694144522895106
200,0.791015625,2.509765625,0.0,1.6627549302497353e-05,0.0001683739691139856
201,0.810546875,2.509765625,0.0,1.6107336629437795e-05,0.00016520647729980403
202,0.830078125,2.509765625,0.0,1.5393028074084093e-05,0.00016080703149608195
203,0.849609375,2.509765625,0.0,1.4545455035888502e-05,0.00015618834496632512
204,0.869140625,2.509765625,0.0,1.363412785748824e-05,0.00015206350640932346
205,0.888671875,2.509765625,0.0,1.2715930460053379e-05,0.0001487659470025898
206,0.908203125,2.509765625,0.0,1.1826404289058376e-05,0.000146153889134759
207,0.927734375,2.509765625,0.0,1.0983485324460939e-05,0.00014415908828605906
208,0.947265625,2.509765625,0.0,1.0196633269441028e-05,0.00014252822550979755
209,0.966796875,2.509765625,0.0,9.456948587792397e-06,0.0001413651274401216
210,0.986328125,2.509765625,0.0,8.769385962873227e-06,0.0001405947295923805
211,1.005859375,2.509765625,0.0,8.129427620711203e-06,0.00013988727669226532
212,1.025390625,2.509765625,0.0,7.517002139718144e-06,0.00013920683273791788
213,1.044921875,2.509765625,0.0,6.933424409363085e-06,0.00013873446184145256
214,1.064453125,2.509765625,0.0,6.363669986113711e-06,0.00013816199726183296
215,1.083984375,2.509765625,0.0,5.800272769150342e-06,0.00013793433901698764
